,year,month,text
703,1990,April,"April 25  Violeta Chamorro is sworn in as President of Nicaragua, the first woman elected (February 25) in her own right as a head of state in the Americas."
704,1990,April,April 28  Liverpool F.C. win their 18th English Football League Title when they beat Queens Park Rangers 21 at Anfield thanks to goals from Ian Rush and John Barnes. Their nearest challengers Aston Villa can only draw 33 at home to Norwich City.
705,1990,April,"April 30  Lebanon hostage crisis: Lebanese kidnappers release American educator Frank H. Reed, who had been held hostage since September 1986."
706,1990,May,May 1  The former Episcopal Church in the Philippines (supervised by the Episcopal Church of the United States of America) is granted full autonomy and raised to the state of an Autocephalous Anglican province and renamed the Episcopal Church of the Philippines.
707,1990,May,"May 2  In London, a man brandishing a knife robs a courier of bearer bonds worth 292million (the second largest mugging to date)."
708,1990,May,May 24  First talks between the government of South Africa and the African National Congress.
709,1990,May,May 4  Singing Revolution: The Latvian SSR declares independence from the Soviet Union.
710,1990,May,May 613  Pope John Paul II visits Mexico.
711,1990,May,"May 8 Singing Revolution: The Estonian SSR restores the formal name of the country, the Republic of Estonia, as well as other national emblems (the coat of arms, the flag and the anthem). Rafael ngel Caldern Fournier assumes office as President of Costa Rica."
712,1990,May,"May 9  In South Korea, police battle anti-government protesters in Seoul and two other cities."
713,1990,May,May 12  Jeanne Calment surpasses Augusta Holtz to become the oldest verified person ever.
714,1990,May,"May 13 In the Philippines, gunmen kill two United States Air Force airmen near Clark Air Base on the eve of talks between the Philippines and the United States over the future of American military bases in the Philippines. The DinamoRed Star riot took place at Maksimir Stadium in Zagreb, Croatia between the Bad Blue Boys (fans of Dinamo Zagreb) and the Delije (fans of Red Star Belgrade)."
715,1990,May,"May 15 Singing Revolution: The pro-Soviet Intermovement attempts to take power in Tallinn, Estonia, but are forced down by local Estonians. Portrait of Dr. Gachet by Vincent van Gogh is sold for a record $82.5 million.[19]"
716,1990,May,May 17  The World Health Organization removes homosexuality from its list of diseases.[20]
717,1990,May,"May 18  German reunification: East Germany and West Germany sign a treaty to merge their economic and social systems, effective July 1."
718,1990,May,May 19  The US and the USSR agree to end production of chemical weapons and to destroy most of their stockpiles of chemical weapons.
719,1990,May,May 20  Cold War: The first post-Communist presidential and parliamentary elections are held in Romania.
720,1990,May,"May 21  In Kashmir, a Kashmiri Islamic leader is assassinated and Indian security forces open fire on mourners carrying his body, killing at least 47 people."
721,1990,May,May 22 Cold War: The leaders of the Yemen Arab Republic and the People's Democratic Republic of Yemen announce the unification of their countries as the Republic of Yemen.
722,1990,May,"May 27 In the Burmese general election, Burma's first multiparty election in 30 years, the National League for Democracy led by Aung San Suu Kyi wins in a landslide, but the State Law and Order Restoration Council nullifies the election results. In the Colombian presidential election, Csar Gaviria is elected President of Colombia; he takes office on August 7."
723,1990,May,May 29 Mikhail Gorbachev arrives in Ottawa for a 29-hour visit. Boris Yeltsin is elected as the first ever elected president of the Russian Soviet Federative Socialist Republic. European Bank for Reconstruction and Development (EBRD) founded.
724,1990,May,"May 30  George H. W. Bush and Mikhail Gorbachev begin a four-day summit meeting in Washington, D.C.[21]"
725,1990,June,June  Joanne Rowling gets the idea for Harry Potter while on a train from Manchester to London Euston railway station. She begins writing Harry Potter and the Philosopher's Stone which will be completed in 1995 and published in 1997.[22]
726,1990,June,"June 1 Cold War: U.S. President George H. W. Bush and Soviet President Mikhail Gorbachev sign a treaty to end chemical weapon production and begin destroying their respective stocks. Members of the Provisional Irish Republican Army shoot and kill Major Michael Dillon-Lee and Private William Robert Davies of the British Army. Dillon-Lee is killed outside his home in Dortmund, Germany and Davies is killed at a railway station in Lichfield, England."
727,1990,June,"June 2  The Lower Ohio Valley tornado outbreak spawns 88 confirmed tornadoes in Illinois, Indiana, Kentucky, and Ohio, killing 12; 37 tornadoes occur in Indiana, eclipsing the previous record of 21 during the Super Outbreak of April 1974."
728,1990,June,June 4  Violence breaks out in the Kirghiz SSR between the majority Kyrgyz people and minority Uzbeks over the distribution of homestead land.
729,1990,June,June 7 Metropolitan Alexy of Leningrad is elected Russian Orthodox Patriarch of Moscow and all Rus'.
730,1990,June,June 8 The 1990 FIFA World Cup begins in Italy. This was the first broadcast of digital HDTV in history; Europe would not begin HDTV broadcasting en masse until 2004.[23] Prime Minister of Israel Yitzhak Shamir ends 88 days with only an acting government by forming a coalition of right-wing and religious parties led by Shamir's Likud party.
731,1990,June,"June 89  In the Czechoslovakian parliamentary election, Czechoslovakia's first free election since 1946, the Civic Forum wins the most seats but fails to secure a majority."
732,1990,June,"June 9  Mega Borg oil spill in the Gulf of Mexico near Galveston, Texas."
733,1990,June,June 10 Alberto Fujimori is elected President of Peru; he takes office on July 28. First round of the Bulgarian Constitutional Assembly election sees the Bulgarian Socialist Party win a majority. The second round of voting is held June 17.
734,1990,June,June 11  Sri Lankan Civil War: The Liberation Tigers of Tamil Eelam massacre over 600 unarmed police officers in the Eastern Province.
735,1990,June,"June 12 Cold War: The Congress of People's Deputies of the Russian Federation formally declares its sovereignty. In the Algerian local elections, Algeria's first multiparty election since 1962, the Islamic Salvation Front wins control of more than half of municipalities and 32 of Algeria's 48 provinces."
736,1990,June,"June 13  Cold War  The destruction of the Berlin Wall by East Germany officially starts, 7 months after it was opened the previous November.[24]"
737,1990,June,June 1315  June 1990 Mineriad: Clashes break out in Bucharest between supporters and opponents of the ruling National Salvation Front.
738,1990,June,June 15  Dublin Regulation on treatment of applications for right of asylum under European Union law agreed (comes into force 1997).
739,1990,June,"June 1730  Nelson Mandela tours North America, visiting 3 Canadian and 8 U.S. cities.[25]"
740,1990,June,June 19  The Communist Party of the Russian Soviet Federative Socialist Republic holds its inaugural conference in Moscow.[26]
741,1990,June,"June 21  The 7.4 Mw ManjilRudbar earthquake affects northern Iran with a maximum Mercalli intensity of X (Extreme), killing 35,00050,000, and injuring 60,000105,000."
742,1990,June,June 22  Cold War: Checkpoint Charlie is dismantled.
743,1990,June,"June 23  In Canada, the Meech Lake Accord of 1987 dies after the Manitoba and Newfoundland legislatures fail to approve it ahead of the deadline."
744,1990,June,"June 24  Kathleen Young and Irene Templeton are ordained as priests in St Anne's Cathedral in Belfast, becoming the first female Anglican priests in the United Kingdom."
745,1990,July,"July 1  German reunification: East Germany and West Germany merge their economies, the West German Deutsche Mark becoming the official currency of the East also. The Inner German border (constructed 1945) also ceases to function."
746,1990,July,"July 2 1990 Hajj stampede: A stampede in a pedestrian tunnel leading to Mecca kills 1,426. A U.S. District Court acquits Imelda Marcos on racketeering and fraud charges."
747,1990,July,"July 5  In Kenya, riots erupt against the Kenya African National Union's monopoly on power."
748,1990,July,"July 6 President of Bulgaria Petar Mladenov resigns over accusations that he ordered tanks to disperse anti-government protests in December 1989. Somali President Siad Barre's bodyguards massacre anti-government demonstrators during a soccer match; 65 people are killed, more than 300 seriously injured."
749,1990,July,"July 78  In tennis, Martina Navratilova of the United States wins the 1990 Wimbledon Championships  Women's Singles and Stefan Edberg of Sweden wins the 1990 Wimbledon Championships  Men's Singles."
750,1990,July,July 8  1990 FIFA World Cup Final (Association football): West Germany defeats Argentina 10 to win the 1990 FIFA World Cup.
751,1990,July,"July 911  The 16th G7 summit is held in Houston, Texas."
752,1990,July,"July 11  Terrorists blow up a passenger bus travelling from Kalbajar to Tartar in Azerbaijan. 14 people are killed, 35 wounded.[27]"
753,1990,July,"July 12  Foster v British Gas plc decided in the European Court of Justice, a leading case on the definition of the ""state"" under European law."
754,1990,July,"July 16  1990 Luzon earthquake: An earthquake measuring Mw7.7 kills more than 1,600 in the Philippines."
755,1990,July,"July 22  First round of the Mongolian legislative election, the first multiparty ever held in Mongolia; the Mongolian People's Party wins by a wide margin after the second round of voting on July 29."
756,1990,July,"July 25 George Carey, Bishop of Bath and Wells, is named as the new Archbishop of Canterbury in the Church of England. The Serb Democratic Party (Croatia) declares the sovereignty of the Serbs in Croatia."
757,1990,July,"July 26  U.S. President George H. W. Bush signs the Americans with Disabilities Act, designed to protect disabled Americans from discrimination."
758,1990,July,"July 27 The parliament building and a government television house in Port of Spain, Trinidad and Tobago are stormed by the Jamaat al Muslimeen in a coup d'tat attempt which lasts five days. Approximately 26 to 30 people are killed and several are wounded (including the Prime Minister, A. N. R. Robinson, who is shot in the leg). Cold War: Belarus declares its sovereignty, a key step toward independence from the Soviet Union."
759,1990,July,July 28  Alberto Fujimori becomes president of Peru.
760,1990,July,July 30  British politician and former Member of Parliament Ian Gow is assassinated by a Provisional Irish Republican Army car bomb outside his home in England.
761,1990,August,"August 1 The National Assembly of Bulgaria elects Zhelyu Zhelev as the first non-Communist President of Bulgaria in 40 years. RELCOM is created in the Soviet Union by combining several computer networks. Later in August, the Soviet Union got its first connection to the Internet.[28]"
762,1990,August,"August 2 Gulf War: Iraq invades Kuwait, eventually leading to the Gulf War. The first ban of smoking in bars in the US (and possibly the world) is passed in San Luis Obispo, California.[29]"
763,1990,August,"August 6 Gulf War: The United Nations Security Council orders a global trade embargo against Iraq in response to its invasion of Kuwait. President of Pakistan Ghulam Ishaq Khan dismisses Prime Minister of Pakistan Benazir Bhutto, accusing her of corruption and abuse of power. The South African government and ANC begin talks on ending Apartheid in South Africa."
764,1990,August,"August 7 U.S. President Bush orders U.S. combat planes and troops to Saudi Arabia to prevent a possible attack by Iraq. Prime Minister of India V. P. Singh announces plan to reserve 49% of civil service jobs for lower-caste Hindus. The plan triggers riots, leaving at least 70 dead by September."
765,1990,August,August 8 Iraq announces its formal annexation of Kuwait. The government of Peru announces an austerity plan that results in huge increases in the price of food and gasoline. The plan sets off days of rioting and a national strike on August 21.
766,1990,August,"August 10 Egypt, Syria, and 10 other Arab states vote to send military forces to Saudi Arabia to discourage an invasion from Iraq. A passenger bus, traveling along the route ""Tbilisi-Agdam"", is blown up; 20 people died and 30 were injured. The organizers of the crime were Armenians A. Avanesian and M. Tatevosian who were brought to criminal trial.[27]"
767,1990,August,"August 12 In South Africa, fighting breaks out between the Xhosa people and the Zulu people; more than 500 people are killed by the end of August. ""Sue"", the best preserved Tyrannosaurus rex specimen ever found, is discovered near Faith, South Dakota by Sue Hendrickson."
768,1990,August,"August 19  Leonard Bernstein conducts his final concert, ending with Ludwig van Beethoven's Symphony No. 7 performed by the Boston Symphony Orchestra."
769,1990,August,"August 21  Gambia, Ghana, Guinea, Nigeria, and Sierra Leone send peacekeepers to intervene in the First Liberian Civil War."
770,1990,August,August 22  U.S. President Bush calls up U.S. military reservists for service in the Persian Gulf Crisis.
771,1990,August,August 23  East Germany and West Germany announce they will unite on October 3.[30]
772,1990,August,"August 24 The Armenian SSR declares its independence from the Soviet Union. Northern Ireland writer Brian Keenan is released from Lebanon after being held hostage for nearly 5 years. Indonesian commercial television network SCTV was established as the nation's third television station after RCTI, and also debuted as local television channel in Surabaya. During its earlier days, SCTV was the rival for RCTI, the first commercial television network. SCTV began broadcasting nationwide from Jakarta by January 29, 1991."
773,1990,August,"August 26  In Sofia, protesters set fire to the headquarters of the governing Bulgarian Socialist Party."
774,1990,August,"August 28  The Plainfield Tornado (F5 on the Fujita scale) strikes the towns of Plainfield, Crest Hill, and Joliet, Illinois, killing 29 people (the strongest tornado to date to strike the Chicago metropolitan area)."
775,1990,September,"September 110  Pope John Paul II visits Tanzania, Burundi, Rwanda and Ivory Coast."
776,1990,September,"September 2  Cold War: Transnistria declares its independence from the Moldavian SSR; however, the declaration is not recognized by any government."
777,1990,September,September 4  Geoffrey Palmer resigns as Prime Minister of New Zealand and is replaced by Mike Moore.
778,1990,September,"September 46  Premier of North Korea Yon Hyong-muk meets with President of South Korea Roh Tae-woo, the highest level contact between leaders of the two Koreas since 1945."
779,1990,September,September 5  Sri Lankan Civil War: Sri Lankan Army soldiers massacre 158 civilians.
780,1990,September,"September 6  In Myanmar, the State Law and Order Restoration Council orders the arrest of Aung San Suu Kyi and five other political dissidents."
781,1990,September,September 9 U.S. President Bush and Soviet President Gorbachev meet in Helsinki to discuss the Persian Gulf crisis. First Liberian Civil War: Liberian president Samuel Doe is captured by rebel leader Prince Johnson and killed in a filmed execution. Sri Lankan Civil War: Sri Lankan Army soldiers massacre 184 civilians in Batticaloa.
782,1990,September,September 10  The first Pizza Hut opens up in the Soviet Union.[31]
783,1990,September,"September 11 Gulf War: U.S. President George H. W. Bush delivers a nationally televised speech in which he threatens the use of force to remove Iraqi soldiers from Kuwait. First Pizza Hut opens in the People's Republic of China, nearly 3 years after the first KFC opened there in 1987.[31]"
784,1990,September,"September 12 Cold War: The two German states and the Four Powers sign the Treaty on the Final Settlement with Respect to Germany in Moscow, paving the way for German reunification. A judge in Australia orders the arrest of media tycoon Christopher Skase, former owner of the Seven Network, after he fails to give evidence in a liquidator's examination of failed shipbuilding company Lloyds Ships Holdings, an associate of Skase's Qintex Australia Ltd.[32]"
785,1990,September,"September 17  In what is now regarded as a landmark event in regards to women in journalism, reporter Lisa Olson was sexually harassed by multiple New England Patriots players while trying to conduct a locker room interview."
786,1990,September,"September 18 The International Olympic Committee awards the 1996 Summer Olympics to Atlanta.[33] Provisional Irish Republican Army assassination attempt on the life of Air Chief Marshal Sir Peter Terry at his home near Stafford, England. Hit by at least 9 bullets, the former Governor of Gibraltar survives, as does his wife, Lady Betty Terry, who is also shot (most likely by accident)."
787,1990,September,September 24  The Supreme Soviet of the Soviet Union grants Gorbachev special powers for 18 months to secure the Soviet Union's transition to a market economy.
788,1990,September,"September 27  David Souter is confirmed to serve on the Supreme Court, replacing retiring Justice William Brennan."
789,1990,September,"September 29  Washington, D.C.'s National Cathedral is finished."
790,1990,September,September 2930  The United Nations World Summit for Children draws more than 70 world leaders to United Nations Headquarters.
791,1990,October,"October  Tim Berners-Lee begins his work on the World Wide Web, 19 months after his seminal 1989 outline of what would become the Web concept.[34]"
792,1990,October,"October 1  The rebel Rwandan Patriotic Front invades Rwanda from Uganda, marking the start of the Rwandan Civil War."
793,1990,October,"October 2  According to The Civil Aviation of China official announced, Two commercial plane collide onto runway in Baiyun Airport of Guangzhou, Guangdong Province, China, total death toll number was 128 persons, 53 persons were wounded, 97 persons were rescue with safed.[pageneeded]"
794,1990,October,October 3  Cold War: East Germany and West Germany reunify into a single Germany.
795,1990,October,"October 4  Moro conflict: Rebel forces seize two military posts on the island of Mindanao, Philippines before surrendering on October 6."
796,1990,October,"October 8 IsraeliPalestinian conflict: In Jerusalem, Israeli police kill 17 Palestinians and wound over 100 near the Dome of the Rock mosque on the Temple Mount. Globalization: The first McDonald's restaurant is opened in Mainland China in Shenzhen, near Hong Kong.[14] Since 1979, Shenzhen has been a Special economic zone."
797,1990,October,"October 13  Lebanese Civil War: Syrian military forces invade and occupy Mount Lebanon, ousting General Michel Aoun's government. This effectively consolidates Syria's 14 year occupation of Lebanese soil."
798,1990,October,October 14  Composer and conductor Leonard Bernstein dies of a heart attack at his home in New York City at the age of 72.
799,1990,October,"October 15 Cold War: Soviet President Mikhail Gorbachev is awarded the Nobel Peace Prize for his efforts to lessen Cold War tensions and reform his nation. South Africa ends segregation of libraries, trains, buses, toilets, swimming pools, and other public facilities."
800,1990,October,"October 17 A peace agreement which formally ended 28 years of Sarawak Communist insurgency in Malaysia was signed by North Kalimantan Communist Party insurgents. A major financial service of Russia, VTB Bank was founded in Russia SSR, former part of Soviet Union, as predecessor name was Vneshtorg Bank.[citation needed]"
801,1990,October,"October 22  Nizhny Novgorod restores its official name from Gorky, Volga Federal District, Russia."
802,1990,October,"October 24 In the Pakistani general election, Prime Minister Bhutto's Pakistan Peoples Party loses power to a center-right coalition government led by the Islami Jamhoori Ittehad party. Italian Prime Minister Giulio Andreotti revealed the existence of the Operation Gladio, a clandestine NATO ""stay-behind"" operation in Italy during the Cold War."
803,1990,October,"October 27 Cold War: The Supreme Soviet of the Kirghiz SSR selects Askar Akayev as the republic's first president. The New Zealand general election is won by the New Zealand National Party, and its leader, Jim Bolger, becomes prime minister."
804,1990,October,"October 29  In Norway, the government headed by Prime Minister of Norway Jan P. Syse collapses."
805,1990,October,"October 30  The first transatlantic fiber optic cable TAT-8 fails, causing a slowdown of Internet traffic between the United States and Europe.[35]"
806,1990,November,November  The earliest known portable digital camera sold in the United States ships.[36]
807,1990,November,November 1  Mary Robinson defeats odds-on favorite Brian Lenihan to become the first female President of Ireland.
808,1990,November,November 2  British Satellite Broadcasting and Sky Television plc merge to form BSkyB as a result of massive losses.
809,1990,November,November 3  Gro Harlem Brundtland assumes office as Prime Minister of Norway.
810,1990,November,"November 5  Rabbi Meir Kahane, founder of the far-right Kach movement, is shot dead after a speech at a New York City hotel."
811,1990,November,November 6  Nawaz Sharif is sworn in as the Prime Minister of Pakistan.
812,1990,November,"November 7 Indian Prime Minister Singh resigns over losing a confidence vote in the Parliament of India, having lost the support of Hindus who want a Muslim mosque in Ayodhya torn down to build a Hindu temple. The final military parade to mark the anniversary of the Great October Socialist Revolution takes place in the USSR."
813,1990,November,"November 9 A new constitution comes into effect in the Kingdom of Nepal, establishing multiparty democracy and constitutional monarchy; this is the culmination of the 1990 People's Movement. The Parliament of Singapore enacts the Maintenance of Religious Harmony Act."
814,1990,November,November 10  Chandra Shekhar becomes Prime Minister of India as head of a minority government.
815,1990,November,"November 12 Akihito is enthroned as the 125th emperor of Japan following the death of his father on January 7, 1989. Tim Berners-Lee publishes a more formal proposal for the World Wide Web.[37]"
816,1990,November,"November 13 The first known web page is written.[38] In New Zealand, David Gray kills 13 people in what will become known as the Aramoana massacre."
817,1990,November,November 14  Germany and Poland sign a treaty confirming the border at the OderNeisse line.
818,1990,November,"November 15 STS-38: Space Shuttle Atlantis is launched on a classified U.S. military mission. President Bush signed new Clean Air Act, focused on urban pollution and cancer-causing emissions from industrial sources."
819,1990,November,"November 17  Soviet President Gorbachev proposes a radical restructuring of the Soviet government, including the creation of a Federal Council to be made up of the heads of the 15 Soviet republics."
820,1990,November,"November 1921  The leaders of Canada, the United States, and 32 European states meet in Paris to formally mark the end of the Cold War."
821,1990,November,"November 21 Charter of Paris for a New Europe signed. Agreement for decriminalization of homosexual acts between consenting adults in Queensland, Australia. The Super Nintendo Entertainment System was released in Japan."
822,1990,November,November 22  Margaret Thatcher announces she will not contest the second ballot of the leadership election for the Conservative Party.
823,1990,November,November 25  Lech Wasa and Stanisaw Tymiski win the first round of the first Polish presidential election.
824,1990,November,November 27  Women's suffrage is introduced in the last Swiss half-canton of Appenzell Innerrhoden.
825,1990,November,"November 28 Prime Minister of Singapore Lee Kuan Yew resigns and is replaced by Goh Chok Tong. The first female Prime Minister of the United Kingdom, Margaret Thatcher, resigns after 11 years and is replaced by John Major."
826,1990,November,"November 29 Gulf War: The United Nations Security Council passes UN Security Council Resolution 678, authorizing military intervention in Iraq if that state does not withdraw its forces from Kuwait and free all foreign hostages by Tuesday, January 15, 1991. Prime Minister of Bulgaria Andrey Lukanov and his government of former communists resign under pressure from strikes and street protests."
827,1990,December,"December 1 Channel Tunnel workers from the United Kingdom and France meet 40metres beneath the English Channel seabed, establishing the first land connection between Great Britain and the mainland of Europe for around 8,000 years. President of Chad Hissne Habr is deposed by the Patriotic Salvation Movement and replaced as president by its leader Idriss Dby."
828,1990,December,"December 2  The German federal election (the first election held since German reunification) is won by Helmut Kohl, who becomes Chancellor of Germany."
829,1990,December,"December 3 At Detroit Metropolitan Airport, Northwest Airlines Flight 1482 (a McDonnell Douglas DC-9) collides with Northwest Airlines Flight 299 (a Boeing 727) on the runway, killing 8 passengers and 4 crew members on Flight 1482. Mary Robinson begins her term as President of Ireland, becoming the first female to hold this office."
830,1990,December,"December 6 Saddam Hussein releases a group of Western hostages he captured. President Hussain Muhammad Ershad of Bangladesh is forced to resign following massive protests; he is replaced by Shahabuddin Ahmed, who becomes interim president."
831,1990,December,"December 7 In Brussels, trade talks fail because of a dispute between the U.S. and the European Union over farm export subsidies. The National Assembly of Bulgaria elects Dimitar Iliev Popov as Prime Minister of Bulgaria."
832,1990,December,"December 9 Slobodan Miloevi elected President of Serbia in first round, general elections won by his Socialist Party. Lech Wasa wins the 2nd round of Poland's first presidential election."
833,1990,December,"December 11  Fall of communism in Albania: Ramiz Alia, leader of the People's Socialist Republic of Albania, following massive demonstrations by students and workers, announces that a free national election will be held next spring of 1991 with political parties other than the Party of Labour permitted; an opposition Democratic Party is formed the following day."
834,1990,December,"December 16  Jean-Bertrand Aristide is elected president of Haiti, ending 3 decades of military rule."
835,1990,December,December 20 Eduard Shevardnadze announces his resignation as Soviet Minister of Foreign Affairs Tim Berners-Lee completes the test for the first webpage at CERN.
836,1990,December,"December 22 The first constitution of the Republic of Croatia is adopted. The Marshall Islands and Federated States of Micronesia become independent, after the termination of their trusteeship. The Polish government-in-exile is dissolved in London after being in exile since 1939."
837,1990,December,"December 23  In the Slovenian independence referendum, 88.5% of the overall electorate (94.8% of votes), with the turnout of 93.3%, support independence of the country."
838,1990,December,December 24  Ramsewak Shankar is ousted as President of Suriname by a military coup.
839,1990,December,December 25  Russian aircraft carrier Admiral Kuznetsov is commissioned.
840,1990,December,December 31  Russian Garry Kasparov holds his title by winning the World Chess Championship match against his countryman Anatoly Karpov.
841,1991,January,"January 1 Czechoslovakia becomes the second Eastern European country to abandon its command economy.[2] The first anti-stalking law, passed in 1990, goes into effect in California.[3]"
842,1991,January,January 2  Salvadoran Civil War: Salvadoran rebels shoot down a U.S. Army helicopter and kill its surviving crew.[4]
843,1991,January,January 4  The U.N. Security Council votes unanimously to condemn Israel's treatment of the Palestinians.
844,1991,January,"January 5  Georgian troops attack Tskhinvali, the capital of South Ossetia, starting the 199192 South Ossetia War."
845,1991,January,"January 7  1991 Haitian coup d'tat: An attempted coup by Tonton Macoute, an associate of former dictator Jean-Claude Duvalier, is thwarted by Loyalist troops in Haiti. On July 30, he is convicted by a jury of attempting to overthrow the country's first democratically elected government."
846,1991,January,"January 9 Gulf War: U.S. Secretary of State James Baker meets with the Foreign Minister of Iraq Tariq Aziz, but fails to produce a plan for Iraq to withdraw its troops from Kuwait. In Sebokeng, South Africa, gunmen open fire on mourners attending the funeral of an African National Congress leader, killing 13 people."
847,1991,January,January 12  Gulf War: The U.S. Congress passes a resolution authorizing the use of military force to expel Iraqi forces from Kuwait.
848,1991,January,"January 13  Singing Revolution: Soviet forces storm Vilnius to stop Lithuanian independence, killing 14 civilians and injuring 702 more. In Latvia, a series of confrontations between the Latvian government and the Soviet government take place in Riga."
849,1991,January,"January 15 Gulf War: The U.N. deadline for the withdrawal of Iraqi forces from occupied Kuwait expires, preparing the way for the start of Operation Desert Storm. Prime Minister of Cape Verde Pedro Pires resigns following his party's loss in the Cape Verdean parliamentary election, the first ever multiparty election in an African nation.[5]"
850,1991,January,January 16  Gulf War: Operation Desert Storm begins with air strikes against Iraq.[6][7]
851,1991,January,January 17  Gulf War: Iraq fires eight Scud missiles into Israel. Iraqi attacks continue with 15 people injured in Tel Aviv on January 19 and 96 people injured in Ramat Gan on January 22.[8][9][10][11][12]
852,1991,January,"January 18  Eastern Air Lines shuts down after 62 years of operations, citing financial problems. Later on December 4, Pan American World Airways ceases its operations.[13][14]"
853,1991,January,"January 22  Gulf War: The British Army SAS patrol, Bravo Two Zero, is deployed in Iraq.[15]"
854,1991,January,"January 24  The government of Papua New Guinea signs a peace agreement with separatist leaders from Bougainville Island, ending fighting that had gone on since 1988.[16]"
855,1991,January,"January 26  President Siad Barre is overthrown and Somalia enters a civil war. Three days later, Ali Mahdi Muhammad is inaugurated as the next president."
856,1991,January,"January 29 In South Africa, Nelson Mandela of the African National Congress and Mangosuthu Buthelezi of the Inkatha Freedom Party agree to end violence between the two organizations. Gulf War: The first major ground engagement of the war, the Battle of Khafji, begins. The battle lasts until February 1.[17]"
857,1991,February,"February 1 USAir Flight 1493 collides with a SkyWest Airlines Fairchild Metroliner at Los Angeles International Airport, killing 34 people.[18] A 6.4 mb Hindu Kush earthquake causes severe damage in northeast Afghanistan, leaving 848 dead and 200 injured."
858,1991,February,"February 7 1991 Haitian coup d'tat: Haiti's first democratically elected president, Jean-Bertrand Aristide, is sworn in.[19] He is ousted on September 30 and later reinstated in 1994. In response to the coup and in an effort to encourage the coup leaders to restore democracy, the U.S. expands trade sanctions on Haiti to include all goods except food and medicine on October 29. The Provisional Irish Republican Army launches a mortar attack on 10 Downing Street during a cabinet meeting. Gulf War: Ground troops cross the Saudi Arabian border and enter Kuwait, thus starting the ground phase of the war."
859,1991,February,"February 11  The Unrepresented Nations and Peoples Organization (UNPO) is formed in The Hague, Netherlands.[20]"
860,1991,February,"February 13  Gulf War: Two laser-guided ""smart bombs"" destroy an underground bunker in Baghdad, killing hundreds of Iraqis. US military intelligence claims it was a military facility while Iraqi officials identify it as a bomb shelter."
861,1991,February,"February 15  The Visegrad Agreement, establishing cooperation to move toward free-market systems, is signed by the leaders of Czechoslovakia, Hungary, and Poland.[21]"
862,1991,February,"February 16  Singing Revolution: The Council of Lithuania declares the independence of Lithuania, ending decades of Soviet rule over the country.[22]"
863,1991,February,"February 17  The Cape Verdean presidential election, Cape Verde's first multiparty presidential election since 1975, is won by Antnio Mascarenhas Monteiro."
864,1991,February,"February 18  The Provisional Irish Republican Army explodes bombs in the early morning, at both Paddington station and Victoria station, in London."
865,1991,February,February 20  President of Albania Ramiz Alia dismisses the government of Prime Minister Adil arani and appoints Fatos Nano as the next prime minister in an effort to stem pro-democracy protests.
866,1991,February,"February 22  Gulf War: Iraq accepts a Soviet-proposed cease fire agreement. The U.S. rejects the agreement, but says that retreating Iraqi forces will not be attacked if they leave Kuwait within 24 hours."
867,1991,February,"February 23  In Thailand, General Sunthorn Kongsompong deposes Prime Minister Chatichai Choonhavan in a bloodless coup d'tat."
868,1991,February,"February 25  Gulf War: Part of an Iraqi Scud missile hits an American military barracks in Dhahran, Saudi Arabia, killing 29 U.S. soldiers and injuring 99 more. It is the single-most devastating attack on U.S. forces during the war.[23]"
869,1991,February,"February 26  Gulf War: On Baghdad radio, Iraqi leader Saddam Hussein announces the withdrawal of Iraqi troops from Kuwait. Iraqi soldiers set fire to Kuwaiti oil fields as they retreat which last until November 7."
870,1991,February,"February 27 Gulf War: U.S. President Bush declares victory over Iraq and orders a cease-fire. U.S. troops begin to leave the Persian Gulf on March 10. In the Bangladeshi general election, the Bangladesh Nationalist Party wins 139 of 300 seats in the Jatiyo Sangshad, leading BNP leader Khaleda Zia to become the president on March 19."
871,1991,March,"March 3 Singing Revolution: Voters in Estonia and Latvia vote more than 3-to-1 in favor of independence from the Soviet Union. United Airlines Flight 585 crashes in Colorado Springs, Colorado, killing all 25 people on board. The So Tom and Prncipe presidential election, the first presidential election in the country's history, is won by Miguel Trovoada."
872,1991,March,"March 6  Prime Minister of India Chandra Shekhar resigns following a dispute with former Prime Minister Rajiv Gandhi, whose support had kept him in power."
873,1991,March,March 9  Massive demonstrations are held against Slobodan Miloevi in Belgrade; two people are killed and tanks are deployed in the streets.[24]
874,1991,March,"March 10  Salvadoran Civil War: In the Salvadoran legislative election, the Nationalist Republican Alliance wins 39 of the 48 seats in the legislative assembly."
875,1991,March,March 11  A curfew is imposed on black townships in South Africa after fighting between rival political gangs killed 49.
876,1991,March,March 13 The U.S. Department of Justice announces that Exxon has agreed to pay $1billion for the clean-up of the Exxon Valdez oil spill in Alaska. The Acid Rain Treaty of 1991 is signed between the American and Canadian governments.[25]
877,1991,March,"March 14  Gulf War: The Emir of Kuwait, Jaber Al-Ahmad Al-Sabah, returns to Kuwait after seven months of exile in Saudi Arabia."
878,1991,March,"March 15 Germany formally regains complete independence after the four post-World War II occupying powers (France, the U.K., the U.S., and the U.S.S.R.) relinquish all remaining rights to the country. The U.S. and Albania resume diplomatic relations for the first time since 1939."
